ds,y
1993-09-20,26.451496124267578
1993-09-21,26.360530853271484
1993-09-22,26.578832626342773
1993-09-23,26.72437286376953
1993-09-24,26.6516056060791
1993-09-27,26.942678451538086
1993-09-28,26.88811683654785
1993-09-29,26.797149658203125
1993-09-30,26.742557525634766
1993-10-01,26.869915008544922
1993-10-04,26.90629005432129
1993-10-05,26.869915008544922
1993-10-06,26.851736068725586
1993-10-07,26.77896499633789
1993-10-08,26.815330505371094
1993-10-11,26.869915008544922
1993-10-12,26.90629005432129
1993-10-13,26.90629005432129
1993-10-14,27.251953125
1993-10-15,27.397478103637695
1993-10-18,27.324722290039062
1993-10-19,27.124597549438477
1993-10-20,27.1610050201416
1993-10-21,27.124597549438477
1993-10-22,26.997268676757812
1993-10-25,27.070026397705078
1993-10-26,27.05183219909668
1993-10-27,27.070026397705078
1993-10-28,27.2701358795166
1993-10-29,27.2701358795166
1993-11-01,27.34291648864746
1993-11-02,27.324722290039062
1993-11-03,26.979076385498047
1993-11-04,26.687984466552734
1993-11-05,26.815330505371094
1993-11-08,26.851736068725586
1993-11-09,26.869915008544922
1993-11-10,27.070026397705078
1993-11-11,26.997268676757812
1993-11-12,27.124597549438477
1993-11-15,27.106399536132812
1993-11-16,27.2337589263916
1993-11-17,27.088212966918945
1993-11-18,27.015459060668945
1993-11-19,26.960893630981445
1993-11-22,26.797149658203125
1993-11-23,26.942678451538086
1993-11-24,27.05183219909668
1993-11-26,27.070026397705078
1993-11-29,26.960893630981445
1993-11-30,26.979076385498047
1993-12-01,27.015459060668945
1993-12-02,27.088212966918945
1993-12-03,27.197378158569336
1993-12-06,27.288330078125
1993-12-07,27.2701358795166
1993-12-08,27.2701358795166
1993-12-09,27.179182052612305
1993-12-10,27.124597549438477
1993-12-13,27.288330078125
1993-12-14,27.088212966918945
1993-12-15,27.05183219909668
1993-12-16,27.142803192138672
1993-12-17,27.291973114013672
1993-12-20,27.328596115112305
1993-12-21,27.23701286315918
1993-12-22,27.42017936706543
1993-12-23,27.401878356933594
1993-12-27,27.548404693603516
1993-12-28,27.603357315063477
1993-12-29,27.56671142578125
1993-12-30,27.456809997558594
1993-12-31,27.310283660888672
1994-01-03,27.23701286315918
1994-01-04,27.346925735473633
1994-01-05,27.401878356933594
1994-01-06,27.401878356933594
1994-01-07,27.56671142578125
1994-01-10,27.89642906188965
1994-01-11,27.84146499633789
1994-01-12,27.749879837036133
1994-01-13,27.676620483398438
1994-01-14,27.786529541015625
1994-01-17,27.786529541015625
1994-01-18,27.82315444946289
1994-01-19,27.749879837036133
1994-01-20,27.82315444946289
1994-01-21,27.768207550048828
1994-01-24,27.658287048339844
1994-01-25,27.658287048339844
1994-01-26,27.73158073425293
1994-01-27,27.987998962402344
1994-01-28,28.061269760131836
1994-01-31,28.262765884399414
1994-02-01,28.116209030151367
1994-02-02,28.299396514892578
1994-02-03,28.171165466308594
1994-02-04,27.53008460998535
1994-02-07,27.658287048339844
1994-02-08,27.676620483398438
1994-02-09,27.786529541015625
1994-02-10,27.548404693603516
1994-02-11,27.63998031616211
1994-02-14,27.676620483398438
1994-02-15,27.82315444946289
1994-02-16,27.80484962463379
1994-02-17,27.63998031616211
1994-02-18,27.475126266479492
1994-02-22,27.749879837036133
1994-02-23,27.676620483398438
1994-02-24,27.310283660888672
1994-02-25,27.43849754333496
1994-02-28,27.43849754333496
1994-03-01,27.328596115112305
1994-03-02,27.365236282348633
1994-03-03,27.291973114013672
1994-03-04,27.365236282348633
1994-03-07,27.511764526367188
1994-03-08,27.401878356933594
1994-03-09,27.53008460998535
1994-03-10,27.310283660888672
1994-03-11,27.456809997558594
1994-03-14,27.493465423583984
1994-03-15,27.475126266479492
1994-03-16,27.694923400878906
1994-03-17,27.694923400878906
1994-03-18,27.688892364501953
1994-03-21,27.615205764770508
1994-03-22,27.688892364501953
1994-03-23,27.67046546936035
1994-03-24,27.338882446289062
1994-03-25,27.080944061279297
1994-03-28,27.11780548095703
1994-03-29,26.58355140686035
1994-03-30,26.2150936126709
1994-03-31,26.288799285888672
1994-04-04,25.88349723815918
1994-04-05,26.417749404907227
1994-04-06,26.417749404907227
1994-04-07,26.546709060668945
1994-04-08,26.34405517578125
1994-04-11,26.4545955657959
1994-04-12,26.417749404907227
1994-04-13,26.279592514038086
1994-04-14,26.288799285888672
1994-04-15,26.288799285888672
1994-04-18,26.11377716064453
1994-04-19,26.150630950927734
1994-04-20,26.12299156188965
1994-04-21,26.4730167388916
1994-04-22,26.445398330688477
1994-04-25,26.721715927124023
1994-04-26,26.694089889526367
1994-04-28,26.500642776489258
1994-04-29,26.58355140686035
1994-05-02,26.749361038208008
1994-05-03,26.721715927124023
1994-05-04,26.6756649017334
1994-05-05,26.638822555541992
1994-05-06,26.380891799926758
1994-05-09,26.150630950927734
1994-05-10,26.35327911376953
1994-05-11,26.11377716064453
1994-05-12,26.24273109436035
1994-05-13,26.24273109436035
1994-05-16,26.251934051513672
1994-05-17,26.638822555541992
1994-05-18,26.83226203918457
1994-05-19,26.961206436157227
1994-05-20,26.859886169433594
1994-05-23,26.813838958740234
1994-05-24,26.92436408996582
1994-05-25,26.99805450439453
1994-05-26,27.016483306884766
1994-05-27,27.04410171508789
1994-05-31,27.007266998291016
1994-06-01,27.127002716064453
1994-06-02,27.099374771118164
1994-06-03,27.25597381591797
1994-06-06,27.24675941467285
1994-06-07,27.209917068481445
1994-06-08,26.988840103149414
1994-06-09,27.13621711730957
1994-06-10,27.182279586791992
1994-06-13,27.2191219329834
1994-06-14,27.430971145629883
1994-06-15,27.320459365844727
1994-06-16,27.375728607177734
1994-06-17,27.222900390625
1994-06-20,26.991111755371094
1994-06-21,26.75931739807129
1994-06-22,26.86128807067871
1994-06-23,26.70365333557129
1994-06-24,26.147348403930664
1994-06-27,26.601682662963867
1994-06-28,26.471858978271484
1994-06-29,26.555313110351562
1994-06-30,26.388404846191406
1994-07-01,26.444053649902344
1994-07-05,26.583139419555664
1994-07-06,26.546049118041992
1994-07-07,26.657312393188477
1994-07-08,26.648040771484375
1994-07-11,26.555313110351562
1994-07-12,26.592416763305664
1994-07-13,26.63877296447754
1994-07-14,26.926193237304688
1994-07-15,26.935482025146484
1994-07-18,26.981830596923828
1994-07-19,26.926193237304688
1994-07-20,26.8056583404541
1994-07-21,26.86128807067871
1994-07-22,26.90765953063965
1994-07-25,26.944747924804688
1994-07-26,26.916933059692383
1994-07-27,26.916933059692383
1994-07-28,26.972572326660156
1994-07-29,27.24146270751953
1994-08-01,27.371265411376953
1994-08-02,27.408355712890625
1994-08-03,27.417625427246094
1994-08-04,27.260005950927734
1994-08-05,27.167266845703125
1994-08-08,27.23219108581543
1994-08-09,27.278535842895508
1994-08-10,27.380525588989258
1994-08-11,27.278535842895508
1994-08-12,27.491798400878906
1994-08-15,27.482540130615234
1994-08-16,27.677248001098633
1994-08-17,27.658706665039062
1994-08-18,27.565977096557617
1994-08-19,27.54743194580078
1994-08-22,27.519630432128906
1994-08-23,27.677248001098633
1994-08-24,27.973957061767578
1994-08-25,27.899765014648438
1994-08-26,28.298465728759766
1994-08-29,28.279932022094727
1994-08-30,28.354093551635742
1994-08-31,28.279932022094727
1994-09-01,28.18719482421875
1994-09-02,28.066665649414062
1994-09-06,28.075960159301758
1994-09-07,28.04813003540039
1994-09-08,28.18719482421875
1994-09-09,27.89049530029297
1994-09-12,27.807039260864258
1994-09-13,27.89049530029297
1994-09-14,27.91831398010254
1994-09-15,28.27065086364746
1994-09-16,28.0694580078125
1994-09-19,28.09744644165039
1994-09-20,27.56572914123535
1994-09-21,27.56572914123535
1994-09-22,27.500415802001953
1994-09-23,27.407142639160156
1994-09-26,27.547073364257812
1994-09-27,27.52840232849121
1994-09-28,27.742956161499023
1994-09-29,27.603038787841797
1994-09-30,27.56572914123535
1994-10-03,27.500415802001953
1994-10-04,27.089956283569336
1994-10-05,27.09930419921875
1994-10-06,27.015356063842773
1994-10-07,27.13661003112793
1994-10-10,27.425800323486328
1994-10-11,27.836259841918945
1994-10-12,27.87356185913086
1994-10-13,27.96683692932129
1994-10-14,28.08811378479004
1994-10-17,28.032146453857422
1994-10-18,27.96683692932129
1994-10-19,28.09744644165039
1994-10-20,27.910886764526367
1994-10-21,27.79893684387207
1994-10-24,27.56572914123535
1994-10-25,27.593700408935547
1994-10-26,27.696319580078125
1994-10-27,27.864238739013672
1994-10-28,28.45193099975586
1994-10-31,28.349328994750977
1994-11-01,28.032146453857422
1994-11-02,27.87356185913086
1994-11-03,28.02281379699707
1994-11-04,27.659000396728516
1994-11-07,27.742956161499023
1994-11-08,27.957509994506836
1994-11-09,28.00417709350586
1994-11-10,27.80826187133789
1994-11-11,27.70563507080078
1994-11-14,27.96683692932129
1994-11-15,27.87356185913086
1994-11-16,27.96683692932129
1994-11-17,27.780269622802734
1994-11-18,27.742956161499023
1994-11-21,27.46311378479004
1994-11-22,26.866077423095703
1994-11-23,27.015356063842773
1994-11-25,27.14592933654785
1994-11-28,27.267215728759766
1994-11-29,27.25786781311035
1994-11-30,27.22056770324707
1994-12-01,26.95003890991211
1994-12-02,27.20191764831543
1994-12-05,27.229890823364258
1994-12-06,27.24856185913086
1994-12-07,27.052656173706055
1994-12-08,26.791454315185547
1994-12-09,26.894071578979492
1994-12-12,27.07132339477539
1994-12-13,27.17393684387207
1994-12-14,27.3138484954834
1994-12-15,27.397809982299805
1994-12-16,27.531635284423828
1994-12-19,27.569238662719727
1994-12-20,27.484619140625
1994-12-21,27.77610969543457
1994-12-22,27.691476821899414
1994-12-23,27.719690322875977
1994-12-27,27.87013053894043
1994-12-28,27.72909164428711
1994-12-29,27.747901916503906
1994-12-30,27.41880226135254
1995-01-03,27.550434112548828
1995-01-04,27.68207359313965
1995-01-05,27.68207359313965
1995-01-06,27.710285186767578
1995-01-09,27.73849105834961
1995-01-10,27.766687393188477
1995-01-11,27.78550910949707
1995-01-12,27.794910430908203
1995-01-13,28.124013900756836
1995-01-16,28.293270111083984
1995-01-17,28.302677154541016
1995-01-18,28.274457931518555
1995-01-19,28.11459732055664
1995-01-20,28.01117515563965
1995-01-23,28.09581184387207
1995-01-24,28.1334285736084
1995-01-25,28.208662033081055
1995-01-26,28.23685646057129
1995-01-27,28.349679946899414
1995-01-30,28.22744369506836
1995-01-31,28.340282440185547
1995-02-01,28.33088493347168
1995-02-02,28.5001277923584
1995-02-03,28.904462814331055
1995-02-06,29.02668571472168
1995-02-07,29.064300537109375
1995-02-08,29.064300537109375
1995-02-09,29.064300537109375
1995-02-10,29.101911544799805
1995-02-13,29.111297607421875
1995-02-14,29.14893341064453
1995-02-15,29.308778762817383
1995-02-16,29.27115249633789
1995-02-17,29.1583309173584
1995-02-21,29.14893341064453
1995-02-22,29.36517906188965
1995-02-23,29.41220474243164
1995-02-24,29.487442016601562
1995-02-27,29.252368927001953
1995-02-28,29.496826171875
1995-03-01,29.308778762817383
1995-03-02,29.346397399902344
1995-03-03,29.355802536010742
1995-03-06,29.374589920043945
1995-03-07,29.14893341064453
1995-03-08,29.224145889282227
1995-03-09,29.214754104614258
1995-03-10,29.647281646728516
1995-03-13,29.61906623840332
1995-03-14,29.8353271484375
1995-03-15,29.77891731262207
1995-03-16,29.957576751708984
1995-03-17,29.987367630004883
1995-03-20,29.987367630004883
1995-03-21,29.91175079345703
1995-03-22,29.94010353088379
1995-03-23,29.95900535583496
1995-03-24,30.384437561035156
1995-03-27,30.507333755493164
1995-03-28,30.507333755493164
1995-03-29,30.497888565063477
1995-03-30,30.4411563873291
1995-03-31,30.318254470825195
1995-04-03,30.39389991760254
1995-04-04,30.59241485595703
1995-04-05,30.59241485595703
1995-04-06,30.70585823059082
1995-04-07,30.677520751953125
1995-04-10,30.734228134155273
1995-04-11,30.630231857299805
1995-04-12,30.734228134155273
1995-04-13,30.904403686523438
1995-04-17,30.724769592285156
1995-04-18,30.62078285217285
1995-04-19,30.59241485595703
1995-04-20,30.639677047729492
1995-04-21,30.790935516357422
1995-04-24,31.150192260742188
1995-04-25,31.065093994140625
1995-04-26,31.093469619750977
1995-04-27,31.169099807739258
1995-04-28,31.216367721557617
1995-05-01,31.13128662109375
1995-05-02,31.197463989257812
1995-05-03,31.63233184814453
1995-05-04,31.613418579101562
1995-05-05,31.575603485107422
1995-05-08,31.802515029907227
1995-05-09,31.77413558959961
1995-05-10,31.811952590942383
1995-05-11,31.89703941345215
1995-05-12,31.91594696044922
1995-05-15,32.06721115112305
1995-05-16,32.086116790771484
1995-05-17,31.96321678161621
1995-05-18,31.49997901916504
1995-05-19,31.51888656616211
1995-05-22,31.868671417236328
1995-05-23,32.1617431640625
1995-05-24,32.14284896850586
1995-05-25,32.171199798583984
1995-05-26,31.802515029907227
1995-05-30,31.793045043945312
1995-05-31,32.45481872558594
1995-06-01,32.3697395324707
1995-06-02,32.398075103759766
1995-06-05,32.59661865234375
1995-06-06,32.539894104003906
1995-06-07,32.3697395324707
1995-06-08,32.29409408569336
1995-06-09,32.10503387451172
1995-06-12,32.28464126586914
1995-06-13,32.63442611694336
1995-06-14,32.606075286865234
1995-06-15,32.74787139892578
1995-06-16,32.8450927734375
1995-06-19,33.215972900390625
1995-06-20,33.1303825378418
1995-06-21,33.11138153076172
1995-06-22,33.54877853393555
1995-06-23,33.482215881347656
1995-06-26,33.082820892333984
1995-06-27,33.0162467956543
1995-06-28,33.187435150146484
1995-06-29,33.1303825378418
1995-06-30,33.11138153076172
1995-07-03,33.23497009277344
1995-07-05,33.358585357666016
1995-07-06,33.786537170410156
1995-07-07,33.93867492675781
1995-07-10,33.957679748535156
1995-07-11,33.79602813720703
1995-07-12,34.214447021484375
1995-07-13,34.138370513916016
1995-07-14,34.10983657836914
1995-07-17,34.30002212524414
1995-07-18,34.00523376464844
1995-07-19,33.6343879699707
1995-07-20,33.75798797607422
1995-07-21,33.71994400024414
1995-07-24,33.96720886230469
1995-07-25,34.223934173583984
1995-07-26,34.195411682128906
1995-07-27,34.48069381713867
1995-07-28,34.26197052001953
1995-07-31,34.176387786865234
1995-08-01,34.11933898925781
1995-08-02,34.043277740478516
1995-08-03,34.03376007080078
1995-08-04,34.07182312011719
1995-08-07,34.14787292480469
1995-08-08,34.14787292480469
1995-08-09,34.138370513916016
1995-08-10,34.06229782104492
1995-08-11,33.872100830078125
1995-08-14,34.176387786865234
1995-08-15,34.10983657836914
1995-08-16,34.2049446105957
1995-08-17,34.14787292480469
1995-08-18,34.18590545654297
1995-08-21,34.0908088684082
1995-08-22,34.15738296508789
1995-08-23,34.03376007080078
1995-08-24,34.07182312011719
1995-08-25,34.26197052001953
1995-08-28,34.138370513916016
1995-08-29,34.223934173583984
1995-08-30,34.30002212524414
1995-08-31,34.328556060791016
1995-09-01,34.48069381713867
1995-09-05,34.804012298583984
1995-09-06,34.870582580566406
1995-09-07,34.889591217041016
1995-09-08,35.022727966308594
1995-09-11,35.117828369140625
1995-09-12,35.27949523925781
1995-09-13,35.44113540649414
1995-09-14,35.76444625854492
1995-09-15,35.754600524902344
1995-09-18,35.62075424194336
1995-09-19,35.792823791503906
1995-09-20,35.96491622924805
1995-09-21,35.66856384277344
1995-09-22,35.67810821533203
1995-09-25,35.62075424194336
1995-09-26,35.61119842529297
1995-09-27,35.5825080871582
1995-09-28,35.850189208984375
1995-09-29,35.783287048339844
1995-10-02,35.60163879394531
1995-10-03,35.63987350463867
1995-10-04,35.60163879394531
1995-10-05,35.70677947998047
1995-10-06,35.7354621887207
1995-10-09,35.43907928466797
1995-10-10,35.41999816894531
1995-10-11,35.53470230102539
1995-10-12,35.754600524902344
1995-10-13,35.86931228637695
1995-10-16,35.69723892211914
1995-10-17,35.93623352050781
1995-10-18,36.041385650634766
1995-10-19,36.213462829589844
1995-10-20,35.99360275268555
1995-10-23,35.9171028137207
1995-10-24,35.95536422729492
1995-10-25,35.658992767333984
1995-10-26,35.333946228027344
1995-10-27,35.60163879394531
1995-10-30,35.8310661315918
1995-10-31,35.67810821533203
1995-11-01,35.96491622924805
1995-11-02,36.19434356689453
1995-11-03,36.24214172363281
1995-11-06,36.11787414550781
1995-11-07,35.98404312133789
1995-11-08,36.30906677246094
1995-11-09,36.442935943603516
1995-11-10,36.423805236816406
1995-11-13,36.38553237915039
1995-11-14,36.14654541015625
1995-11-15,36.50983428955078
1995-11-16,36.710601806640625
1995-11-17,36.82532501220703
1995-11-20,36.63410949707031
1995-11-21,36.93047332763672
1995-11-22,36.81575012207031
1995-11-24,36.91136169433594
1995-11-27,36.9208984375
1995-11-28,37.312870025634766
1995-11-29,37.351112365722656
1995-11-30,37.265079498291016
1995-12-01,37.312870025634766
1995-12-04,37.77176284790039
1995-12-05,38.02030944824219
1995-12-06,38.106361389160156
1995-12-07,37.90561294555664
1995-12-08,38.02989959716797
1995-12-11,38.19240188598633
1995-12-12,38.077667236328125
1995-12-13,38.31666946411133
1995-12-14,38.0394401550293
1995-12-15,38.05336380004883
1995-12-18,37.32228469848633
1995-12-19,37.716705322265625
1995-12-20,37.351158142089844
1995-12-21,37.54355239868164
1995-12-22,37.6782112121582
1995-12-26,37.8609733581543
1995-12-27,37.841758728027344
1995-12-28,37.803260803222656
1995-12-29,37.85140609741211
1996-01-02,38.25536346435547
1996-01-03,38.3611946105957
1996-01-04,37.99565124511719
1996-01-05,37.91868591308594
1996-01-08,38.06298828125
1996-01-09,37.408878326416016
1996-01-10,36.918296813964844
1996-01-11,37.13954544067383
1996-01-12,37.08183670043945
1996-01-15,37.004878997802734
1996-01-16,37.45697784423828
1996-01-17,37.341552734375
1996-01-18,37.46660232543945
1996-01-19,37.716705322265625
1996-01-22,37.72631072998047
1996-01-23,37.81288146972656
1996-01-24,38.12070846557617
1996-01-25,37.986026763916016
1996-01-26,38.31307601928711
1996-01-29,38.46700668334961
1996-01-30,38.794044494628906
1996-01-31,39.19804763793945
1996-02-01,39.34233474731445
1996-02-02,39.17879867553711
1996-02-05,39.49623107910156
1996-02-06,39.87139129638672
1996-02-07,40.10224914550781
1996-02-08,40.53511047363281
1996-02-09,40.525482177734375
1996-02-12,40.833309173583984
1996-02-13,40.74674987792969
1996-02-14,40.39081954956055
1996-02-15,40.140724182128906
1996-02-16,39.977203369140625
1996-02-20,39.58280563354492
1996-02-21,40.07338333129883
1996-02-22,40.70823669433594
1996-02-23,40.592838287353516
1996-02-26,40.015689849853516
1996-02-27,39.8906364440918
1996-02-28,39.70786666870117
1996-02-29,39.32310485839844
1996-03-01,39.948333740234375
1996-03-04,40.17919158935547
1996-03-05,40.55434799194336
1996-03-06,40.19845962524414
1996-03-07,40.40044403076172
1996-03-08,39.09223175048828
1996-03-11,39.544342041015625
1996-03-12,39.23652267456055
1996-03-13,39.505882263183594
1996-03-14,39.67900085449219
1996-03-15,39.652339935302734
1996-03-18,40.41563415527344
1996-03-19,40.32868194580078
1996-03-20,40.280357360839844
1996-03-21,40.183738708496094
1996-03-22,40.29002380371094
1996-03-25,40.21272659301758
1996-03-26,40.40597915649414
1996-03-27,40.038822174072266
1996-03-28,40.19340133666992
1996-03-29,40.00016784667969
1996-04-01,40.46393966674805
1996-04-02,40.54122543334961
1996-04-03,40.54122543334961
1996-04-04,40.512245178222656
1996-04-08,39.816593170166016
1996-04-09,39.66199493408203
1996-04-10,38.95668029785156
1996-04-11,38.90837860107422
1996-04-12,39.4011344909668
1996-04-15,39.72963333129883
1996-04-16,39.845584869384766
1996-04-17,39.74897003173828
1996-04-18,39.80693054199219
1996-04-19,39.90354537963867
1996-04-22,40.21272659301758
1996-04-23,40.338340759277344
1996-04-24,40.19340133666992
1996-04-25,40.37698745727539
1996-04-26,40.46393966674805
1996-04-29,40.46393966674805
1996-04-30,40.434940338134766
1996-05-01,40.52189636230469
1996-05-02,39.826255798339844
1996-05-03,39.76828384399414
1996-05-06,39.72963333129883
1996-05-07,39.56540298461914
1996-05-08,40.05815124511719
1996-05-09,40.0291633605957
1996-05-10,40.42530059814453
1996-05-13,41.03398513793945
1996-05-14,41.28519058227539
1996-05-15,41.23689270019531
1996-05-16,41.323829650878906
1996-05-17,41.54606246948242
1996-05-20,41.82624816894531
1996-05-21,41.76828384399414
1996-05-22,42.1644287109375
1996-05-23,41.99052047729492
1996-05-24,42.15476989746094
1996-05-28,41.72963333129883
1996-05-29,41.44944763183594
1996-05-30,41.66201400756836
1996-05-31,41.35282516479492
1996-06-03,41.46875762939453
1996-06-04,41.75862121582031
1996-06-05,42.125789642333984
1996-06-06,41.81658172607422
1996-06-07,41.81658172607422
1996-06-10,41.68132400512695
1996-06-11,41.642677307128906
1996-06-12,41.56541061401367
1996-06-13,41.56541061401367
1996-06-14,41.39148712158203
1996-06-17,41.36248779296875
1996-06-18,41.02432632446289
1996-06-19,41.207889556884766
1996-06-20,41.17891311645508
1996-06-21,41.53309631347656
1996-06-24,41.610801696777344
1996-06-25,41.56222152709961
1996-06-26,41.28054428100586
1996-06-27,41.57194137573242
1996-06-28,41.7176513671875
1996-07-01,42.07701873779297
1996-07-02,41.921607971191406
1996-07-03,41.83420181274414
1996-07-05,40.7657470703125
1996-07-08,40.60063552856445
1996-07-09,40.7657470703125
1996-07-10,40.93087387084961
1996-07-11,40.105262756347656
1996-07-12,40.13441848754883
1996-07-15,38.949424743652344
1996-07-16,39.046546936035156
1996-07-17,39.51277542114258
1996-07-18,40.056697845458984
1996-07-19,39.765323638916016
1996-07-22,39.47392272949219
1996-07-23,38.96885299682617
1996-07-24,39.046546936035156
1996-07-25,39.396217346191406
1996-07-26,39.60991287231445
1996-07-29,39.172821044921875
1996-07-30,39.5516242980957
1996-07-31,39.84300231933594
1996-08-01,40.503509521484375
1996-08-02,41.37767028808594
1996-08-05,41.13485336303711
1996-08-06,41.2611198425293
1996-08-07,41.36796569824219
1996-08-08,41.299983978271484
1996-08-09,41.16399383544922
1996-08-12,41.46509552001953
1996-08-13,41.13485336303711
1996-08-14,41.28054428100586
1996-08-15,41.202842712402344
1996-08-16,41.55251693725586
1996-08-19,41.57194137573242
1996-08-20,41.54280090332031
1996-08-21,41.39710998535156
1996-08-22,41.7856330871582
1996-08-23,41.56222152709961
1996-08-26,41.35824203491211
1996-08-27,41.5136604309082
1996-08-28,41.44566345214844
1996-08-29,41.03771209716797
1996-08-30,40.61035919189453
1996-09-03,40.87260055541992
1996-09-04,40.911460876464844
1996-09-05,40.416080474853516
1996-09-06,40.98917007446289
1996-09-09,41.474788665771484
1996-09-10,41.45539474487305
1996-09-11,41.688499450683594
1996-09-12,41.979881286621094
1996-09-13,42.62094497680664
1996-09-16,42.77637481689453
1996-09-17,42.67924880981445
1996-09-18,42.5723991394043
1996-09-19,42.73752212524414
1996-09-20,42.88911056518555
1996-09-23,42.87934112548828
1996-09-24,42.869590759277344
1996-09-25,42.898895263671875
1996-09-26,42.87934112548828
1996-09-27,42.91843032836914
1996-09-30,42.87934112548828
1996-10-01,43.11365509033203
1996-10-02,43.40656280517578
1996-10-03,43.36750411987305
1996-10-04,43.95327377319336
1996-10-07,44.00209426879883
1996-10-08,43.82635498046875
1996-10-09,43.48468017578125
1996-10-10,43.39678955078125
1996-10-11,43.933746337890625
1996-10-14,43.99235153198242
1996-10-15,43.933746337890625
1996-10-16,44.148529052734375
1996-10-17,44.26571273803711
1996-10-18,44.50002670288086
1996-10-21,44.441436767578125
1996-10-22,44.12900924682617
1996-10-23,44.27546310424805
1996-10-24,43.89470291137695
1996-10-25,43.933746337890625
1996-10-28,43.640865325927734
1996-10-29,43.99235153198242
1996-10-30,43.845882415771484
1996-10-31,44.26571273803711
1996-11-01,44.10947799682617
1996-11-04,44.40238571166992
1996-11-05,44.656227111816406
1996-11-06,45.515377044677734
1996-11-07,45.62276077270508
1996-11-08,45.87660217285156
1996-11-11,45.82779312133789
1996-11-12,45.691104888916016
1996-11-13,45.89613723754883
1996-11-14,46.19880676269531
1996-11-15,46.25733184814453
1996-11-18,46.267127990722656
1996-11-19,46.59908676147461
1996-11-20,46.677188873291016
1996-11-21,46.60881805419922
1996-11-22,46.97005081176758
1996-11-25,47.565608978271484
1996-11-26,47.40941619873047
1996-11-27,47.32152557373047
1996-11-29,47.49729537963867
1996-12-02,47.51678466796875
1996-12-03,46.70646286010742
1996-12-04,46.83338928222656
1996-12-05,46.70646286010742
1996-12-06,46.433101654052734
1996-12-09,47.11652755737305
1996-12-10,46.8919792175293
1996-12-11,46.462398529052734
1996-12-12,45.691104888916016
1996-12-13,45.808250427246094
1996-12-16,45.22248840332031
1996-12-17,45.58372497558594
1996-12-18,45.9449462890625
1996-12-19,46.8919792175293
1996-12-20,46.99485778808594
1996-12-23,46.87714385986328
1996-12-24,47.220523834228516
1996-12-26,47.58354187011719
1996-12-27,47.64240264892578
1996-12-30,47.23033142089844
1996-12-31,46.3669548034668
1997-01-02,46.48466491699219
1997-01-03,47.15182876586914
1997-01-06,46.739776611328125
1997-01-07,47.30881881713867
1997-01-08,46.89674377441406
1997-01-09,47.28920364379883
1997-01-10,47.79936981201172
1997-01-13,47.730712890625
1997-01-14,48.32917022705078
1997-01-15,48.21144104003906
1997-01-16,48.40766525268555
1997-01-17,48.70198440551758
1997-01-20,48.76084899902344
1997-01-21,49.15328598022461
1997-01-22,49.50649642944336
1997-01-23,48.81974411010742
1997-01-24,48.191795349121094
1997-01-27,48.05446243286133
1997-01-28,48.191795349121094
1997-01-29,48.66272735595703
1997-01-30,49.290653228759766
1997-01-31,49.23176956176758
1997-02-03,49.37895965576172
1997-02-04,49.68308639526367
1997-02-05,48.75105285644531
1997-02-06,49.07481384277344
1997-02-07,49.74196243286133
1997-02-10,49.27101516723633
1997-02-11,49.84008026123047
1997-02-12,50.546443939208984
1997-02-13,51.09587860107422
1997-02-14,50.9781379699707
1997-02-18,51.40982437133789
1997-02-19,51.06645202636719
